Num;                 Наименование вещества                ;  N CAS   ;Формула; Величина ПДК, мг/л  ;Лимитирующий показатель вредности      ;Класс опасности
249; Гидроксибензол                                       ; 108-95-2   ;СНО                ;0,001;  орг.зап.        ;4
250; N-Гидроксибензоламин                                 ; 100-65-2   ;CHNO               ;0,1;    с.-т.         ;3
251; 2-Гидроксибензотиазол                                ; 934-34-9   ;CHNOS              ;1;    с.-т.         ;2
252; N-Гидроксигексанамид                                 ; 4312-93-0  ;CHNO               ;0,1;    общ.          ;4
253; N-Гидроксигептанамид                                 ;            ;CHNO               ;0,1;    общ.          ;3
254; N-Гидроксидеканамид                                  ; 2259-85-0  ;CHNO               ;0,1;    общ.          ;4
255; 1-Гидроксидиметилбензол                              ; 576-26-1   ;СНО                ;0,25;  орг.зап.        ;4
256; 1-Гидрокси-2,4-динитробензол                         ;  51-28-5   ;CHNO               ;0,03;    с.-т.         ;3
257; 1-Гидрокси-4,6-динитро-2-метилбензол; 534-52-1   ;CHNO               ;0,05;    с.-т.         ;2
258; 1-Гидрокси-2,6-динитро-2-(1-метилпропил)бензол; 530-17-6   ;CHNO               ;0,1;  орг.окр.        ;4
259; 2-Гидрокси-3,6-дихлорбензойная кислота               ; 3401-80-7  ;CHClO              ;0,5;  орг.окр.        ;3
260; Гидроксидихлорбензол                                 ;            ;CHClO              ;0,002; орг.привк.       ;4
261; N-Гидрокси-N`-(3,4-дихлорфенил)карбамид              ;            ;CHClNO             ;0,8;    с.-т.         ;2
262; Гидроксиламин сульфат                                ;10039-54-0  ;HNO +HOS           ;0,1;    общ.          ;2
263; Гидроксиметансульфонат натрия                        ; 870-72-4   ;CHNaOS             ;0,1;  орг.зап.        ;4
264; 1-Гидрокси-4-(метиламино)бензол                      ; 1936-57-8  ;CHNO+1/2HSO        ;0,3;  орг.окр.        ;3
265; 1-Гидрокси-3-метилбензол                             ; 108-39-4   ;CHO                ;0,004;    с.-т.         ;2
266; 1-Гидрокси-4-метилбензол                             ; 106-44-5   ;CHO                ;0,004;    с.-т.         ;2
267; 1-Гидрокси-3-метил-4-(метилтио)бензол                ; 3120-74-9  ;CHS                ;0,01; орг.привк.       ;4
268; 6-Гидрокси-4-метил-2-(1-метилэтил)пиримидин;            ;CHNO               ;0,2;    общ.          ;3
269; 2-Гидрокси-2-метилпропанонитрил                      ;  75-86-5   ;CHNO               ;0,035;    с.-т.         ;2
270; 3-(Гидроксиметил)-2-метилпроп-2-енамид;            ;CHNO               ;0,1;    с.-т.         ;2
271; (4-Гидрокси-2-метилфенил)диметилсульфоний-хлорид;            ;CHClOS             ;0,007;  орг.зап.        ;4
272; (1-Гидрокси-2-метилфенил)дитиофосфат;            ;                   ;0,001;  орг.зап.        ;4
273; 1-Гидрокси-3-метил-1-фенилкарбамид; 6263-38-3  ;CHNO               ;1;    с.-т.         ;3
274; 4-Гидрокси-1-метил-2-(этиламино)бензол               ; 120-37-6   ;CHNO               ;0,1;    общ.          ;3
275; 6-Гидроксинафталин-2-сульфоновая кислота             ;  93-01-6   ;CHOS               ;4;    с.-т.         ;3
276; 1-Гидрокси-2-нитробензол                             ;  88-75-5   ;CHNO               ;0,06;    с.-т.         ;2
277; 1-Гидрокси-3-нитробензол                             ; 554-84-7   ;CHNO               ;0,06;    с.-т.         ;2
278; 1-Гидрокси-4-нитробензол                             ; 100-02-7   ;CHNO               ;0,02;    с.-т.         ;2
279; (1-Гидрокси)нитрозобензол                            ;102763-39-3 ;CHNO               ;0,1;  орг.окр.        ;3
280; N-Гидроксиоктанамид                                  ; 7377-03-9  ;CHNO               ;0,1;    общ.          ;4
281; 5-Гидроксипентан-2-он                                ; 1071-73-4  ;СНО                ;5;    общ.          ;4
282; 1-Гидроксипентахлорбензол                            ;  87-86-5   ;CHClO              ;0,01;    с.-т.         ;2
283; [(2-Гидроксипропан-1,3-диил)диамино]- N,N,N`,N`-тетракис(метилен)тетракисфосфоновая кислота;54622-43-4  ;CHNOP              ;4; орг.привк.       ;4
284; 2-Гидроксипропановая кислота                         ;  50-21-5   ;СНО                ;0,9;    общ.          ;4
285; 1-Гидрокси-2-пропилбензол                            ; 644-35-9   ;CHO                ;0,01;  орг.зап.        ;4
